seq_id,ligand_region,n_frames,window_start_ns,window_end_ns,gate_bridge_occupancy,latch_bridge_occupancy,co_occurrence_occupancy,triple_bridge_occupancy,mean_n_triple_bridge_waters,first_appearance_ns,n_runs,n_distinct_waters,mean_run_duration_ns,median_run_duration_ns,seq_type
seq10_binder,core,267,0.0,100.0,0.7266,0.9288,0.6966,0.5843,0.6217,0.0,63,111,0.9286,0.75,Binder
seq14_binder,core,267,0.0,100.0,0.4307,0.5993,0.3596,0.3109,0.3558,0.375,38,50,0.8191,0.75,Binder
seq16_binder,core,267,0.0,100.0,0.6554,0.9026,0.5993,0.5169,0.5918,0.0,57,106,0.9079,0.375,Binder
seq17_binder,core,267,0.0,100.0,0.0974,0.8614,0.0712,0.0487,0.0524,0.375,6,8,0.8125,0.5625,Binder
seq39_binder,core,267,0.0,100.0,0.7116,0.9438,0.6854,0.6142,0.6404,0.75,44,69,1.3977,0.75,Binder
seq42_binder,core,267,0.0,100.0,0.4082,0.9438,0.4007,0.3296,0.3596,9.75,37,46,0.8919,0.375,Binder
pair_0014_fail_gate,core,267,0.0,100.0,0.8689,0.9551,0.8427,0.5693,0.7116,0.0,31,68,1.8387,1.125,Fail Geometry
pair_0263_fail_gate,core,267,0.0,100.0,0.6404,0.7303,0.5131,0.3633,0.4794,1.125,38,61,0.9572,0.375,Fail Geometry
pair_0540_fail_gate,core,267,0.0,100.0,0.3858,0.6816,0.3071,0.2172,0.2247,19.125,34,19,0.6397,0.375,Fail Geometry
pair_0715_fail_gate,core,267,0.0,100.0,0.5768,0.603,0.5468,0.4644,0.588,1.5,43,77,1.0814,0.75,Fail Geometry
pair_0997_fail_gate,core,267,0.0,100.0,0.7041,0.9775,0.6929,0.3895,0.4419,0.0,58,109,0.6724,0.375,Fail Geometry
pair_1094_fail_gate,core,267,0.0,100.0,0.6966,0.9139,0.6854,0.5206,0.588,1.5,38,50,1.3717,0.5625,Fail Geometry
pair_1682_fail_gate,core,267,0.0,100.0,0.6592,0.9588,0.6404,0.3184,0.3408,0.0,47,61,0.6782,0.375,Fail Geometry
pair_1739_fail_gate,core,267,0.0,100.0,0.0749,0.015,0.0075,0.0075,0.0075,86.25,2,2,0.375,0.375,Fail Geometry
pair_1745_fail_gate,core,267,0.0,100.0,0.5468,0.4644,0.4157,0.397,0.397,18.75,26,11,1.5288,0.75,Fail Geometry
pair_1941_fail_gate,core,267,0.0,100.0,0.4981,0.2247,0.1685,0.1273,0.1311,22.5,25,10,0.51,0.375,Fail Geometry
pair_0008_low_pkt,core,267,0.0,100.0,0.4794,0.9663,0.4757,0.2697,0.3034,0.0,41,64,0.6585,0.375,Low Confidence
pair_0065_low_pkt,core,267,0.0,100.0,0.4232,0.9476,0.4045,0.3633,0.4195,0.375,38,55,0.9572,0.375,Low Confidence
pair_0393_low_pkt,core,267,0.0,100.0,0.8951,0.9363,0.8502,0.6067,0.7528,0.0,58,158,1.0474,0.75,Low Confidence
pair_0482_low_pkt,core,267,0.0,100.0,0.7715,0.9026,0.7528,0.6929,0.8764,0.375,34,118,2.0404,0.9375,Low Confidence
pair_0947_low_pkt,core,267,0.0,100.0,0.4007,0.9363,0.3895,0.2884,0.3258,5.625,50,41,0.5775,0.375,Low Confidence
pair_0948_low_pkt,core,267,0.0,100.0,0.4232,0.9026,0.4007,0.2247,0.2322,2.25,39,36,0.5769,0.375,Low Confidence
pair_1331_low_pkt,core,267,0.0,100.0,0.2509,0.8052,0.221,0.1199,0.1386,0.375,18,26,0.6667,0.375,Low Confidence
pair_1413_low_pkt,core,267,0.0,100.0,0.6142,0.8914,0.573,0.3184,0.3858,3.0,33,79,0.9659,0.375,Low Confidence
pair_1931_low_pkt,core,267,0.0,100.0,0.8202,0.6592,0.5543,0.3633,0.3858,0.0,56,50,0.6496,0.375,Low Confidence
nonb_006_nb,core,267,0.0,100.0,0.6629,0.9663,0.6629,0.5655,0.7303,0.0,25,67,2.265,0.75,False Positive
nonb_008_nb,core,267,0.0,100.0,0.4869,0.5318,0.3596,0.176,0.191,3.0,38,43,0.4638,0.375,False Positive
nonb_009_nb,core,267,0.0,100.0,0.4607,0.4944,0.3708,0.2809,0.3296,0.375,37,46,0.7601,0.375,False Positive
nonb_010_nb,core,267,0.0,100.0,0.7041,0.8689,0.6367,0.2097,0.2172,1.125,46,58,0.4565,0.375,False Positive
nonb_011_nb,core,267,0.0,100.0,0.5655,0.0749,0.0487,0.0337,0.0337,46.5,5,6,0.675,0.375,False Positive
nonb_013_nb,core,267,0.0,100.0,0.1161,0.0974,0.0262,0.0225,0.0262,3.75,4,5,0.5625,0.5625,False Positive
nonb_014_nb,core,267,0.0,100.0,0.6255,0.809,0.5655,0.3034,0.3296,1.875,30,34,1.0125,0.375,False Positive
nonb_017_nb,core,267,0.0,100.0,0.4494,0.7528,0.4382,0.3596,0.4007,3.375,34,92,1.0588,0.5625,False Positive
nonb_018_nb,core,267,0.0,100.0,0.5918,0.3521,0.2547,0.0936,0.1086,3.0,21,28,0.4464,0.375,False Positive
nonb_019_nb,core,267,0.0,100.0,0.7041,0.0936,0.0749,0.0487,0.0487,9.0,8,9,0.6094,0.375,False Positive
nonb_021_nb,core,267,0.0,100.0,0.7266,0.5918,0.4944,0.4382,0.5918,0.75,33,67,1.3295,0.375,False Positive
nonb_022_nb,core,267,0.0,100.0,0.9813,0.0187,0.0187,0.015,0.015,10.5,2,2,0.75,0.75,False Positive
nonb_023_nb,core,267,0.0,100.0,0.573,0.2809,0.2622,0.2322,0.2397,0.375,36,23,0.6458,0.375,False Positive
nonb_024_nb,core,267,0.0,100.0,0.6629,0.9326,0.6479,0.5843,0.6367,0.75,56,83,1.0446,0.75,False Positive
nonb_025_nb,core,267,0.0,100.0,0.1573,0.9363,0.1461,0.1161,0.1348,0.375,22,22,0.5284,0.375,False Positive
nonb_026_nb,core,267,0.0,100.0,0.5618,0.8315,0.5393,0.4719,0.5243,0.75,49,53,0.9643,0.75,False Positive
nonb_029_nb,core,267,0.0,100.0,0.4419,0.9625,0.4345,0.3296,0.382,2.625,51,72,0.6471,0.375,False Positive
nonb_032_nb,core,267,0.0,100.0,0.6142,0.9625,0.5955,0.5318,0.6742,1.875,41,86,1.2988,0.75,False Positive
nonb_046_nb,core,267,0.0,100.0,0.6367,0.7753,0.5918,0.5506,0.6667,0.75,29,47,1.9009,0.375,False Positive
nonb_047_nb,core,267,0.0,100.0,0.9775,0.9813,0.9738,0.9663,1.1685,1.5,6,45,16.125,18.5625,False Positive
nonb_048_nb,core,267,0.0,100.0,0.4494,0.4232,0.236,0.1536,0.161,4.5,29,39,0.5302,0.375,False Positive
nonb_049_nb,core,267,0.0,100.0,0.6517,0.8352,0.5768,0.4382,0.4906,1.5,55,115,0.7977,0.375,False Positive
nonb_050_nb,core,267,0.0,100.0,0.618,0.9963,0.6142,0.2135,0.2434,0.0,45,35,0.475,0.375,False Positive
nonb_051_nb,core,267,0.0,100.0,0.4944,0.779,0.4719,0.4307,0.4831,2.25,33,35,1.3068,0.75,False Positive
nonb_052_nb,core,267,0.0,100.0,0.7416,0.8951,0.6966,0.6217,0.6891,0.375,47,144,1.3245,1.125,False Positive
nonb_053_nb,core,267,0.0,100.0,0.5618,0.9251,0.5318,0.3558,0.3933,0.0,51,102,0.6985,0.375,False Positive
nonb_054_nb,core,267,0.0,100.0,0.7865,0.8764,0.6779,0.3109,0.3446,0.0,44,77,0.7074,0.375,False Positive
nonb_056_nb,core,267,0.0,100.0,0.2996,0.9738,0.2884,0.2584,0.2884,0.0,35,50,0.7393,0.375,False Positive
nonb_066_nb,core,267,0.0,100.0,0.6404,0.9064,0.6292,0.588,0.6742,0.0,35,50,1.6821,1.125,False Positive
nonb_067_nb,core,267,0.0,100.0,0.4382,0.9363,0.4157,0.3558,0.397,1.125,46,68,0.7745,0.5625,False Positive
nonb_068_nb,core,267,0.0,100.0,0.2247,0.2434,0.176,0.1648,0.1685,53.625,23,29,0.7174,0.375,False Positive
nonb_071_nb,core,267,0.0,100.0,0.6217,0.7303,0.5955,0.5805,0.7416,0.0,24,71,2.4219,0.9375,False Positive
nonb_072_nb,core,267,0.0,100.0,0.4195,0.8801,0.397,0.3184,0.3371,3.375,51,56,0.625,0.375,False Positive
nonb_073_nb,core,267,0.0,100.0,0.588,0.3446,0.2996,0.2884,0.3296,0.0,24,19,1.2031,0.375,False Positive
nonb_074_nb,core,267,0.0,100.0,0.4195,0.3146,0.1948,0.1461,0.1498,1.125,5,10,2.925,1.125,False Positive
nonb_075_nb,core,267,0.0,100.0,0.4719,0.2959,0.2697,0.221,0.2509,0.0,33,47,0.6705,0.375,False Positive
nonb_080_nb,core,267,0.0,100.0,0.7978,0.9438,0.7566,0.6442,0.7303,0.75,47,72,1.3723,0.75,False Positive
nonb_081_nb,core,267,0.0,100.0,0.5993,0.8464,0.5094,0.1124,0.1311,0.375,20,28,0.5625,0.375,False Positive
nonb_082_nb,core,267,0.0,100.0,0.5468,0.3221,0.2509,0.1798,0.2285,0.0,20,48,0.9,0.375,False Positive
nonb_085_nb,core,267,0.0,100.0,0.633,0.9213,0.6105,0.5506,0.6142,0.375,67,116,0.8228,0.75,False Positive
nonb_086_nb,core,267,0.0,100.0,0.0075,0.8951,0.0075,0.0,0.0,,0,0,,,False Positive
nonb_087_nb,core,267,0.0,100.0,0.2247,0.1948,0.1348,0.1086,0.1161,0.75,20,27,0.5437,0.375,False Positive
nonb_088_nb,core,267,0.0,100.0,0.7715,0.3071,0.2809,0.2509,0.2659,0.0,49,25,0.5128,0.375,False Positive
nonb_089_nb,core,267,0.0,100.0,0.824,0.9139,0.7678,0.3895,0.4794,0.375,53,82,0.7358,0.375,False Positive
nonb_115_nb,core,267,0.0,100.0,0.4195,0.6966,0.3521,0.2322,0.2509,0.75,25,46,0.93,0.375,False Positive
nonb_116_nb,core,267,0.0,100.0,0.7865,0.9888,0.779,0.4569,0.5131,0.0,53,122,0.8632,0.375,False Positive
nonb_117_nb,core,267,0.0,100.0,0.8127,0.8202,0.7191,0.6742,0.6779,0.0,19,14,3.5526,0.375,False Positive
pair_0052_nb,core,267,0.0,100.0,0.7566,0.9888,0.7566,0.6554,0.7154,3.75,34,49,1.9301,1.5,False Positive
pair_0091_nb,core,267,0.0,100.0,0.5431,0.4944,0.3296,0.1798,0.2022,0.0,40,53,0.45,0.375,False Positive
pair_0246_nb,core,267,0.0,100.0,0.6479,0.9026,0.633,0.6105,0.6592,0.375,41,93,1.4909,0.75,False Positive
pair_0269_nb,core,267,0.0,100.0,0.1648,0.8614,0.1648,0.1311,0.1423,0.75,14,10,0.9375,0.75,False Positive
pair_0272_nb,core,267,0.0,100.0,0.0075,0.8801,0.0075,0.0037,0.0037,0.0,1,1,0.375,0.375,False Positive
pair_0276_nb,core,267,0.0,100.0,0.4719,0.9026,0.4307,0.397,0.4232,3.0,60,77,0.6625,0.375,False Positive
pair_0288_nb,core,267,0.0,100.0,0.206,0.3034,0.0899,0.0487,0.0524,0.0,9,9,0.5417,0.375,False Positive
pair_0341_nb,core,267,0.0,100.0,0.6891,0.9326,0.6554,0.4794,0.5655,0.0,59,133,0.8136,0.75,False Positive
pair_0351_nb,core,267,0.0,100.0,0.6891,0.8315,0.6142,0.5318,0.5618,0.375,54,78,0.9861,0.75,False Positive
pair_0450_nb,core,267,0.0,100.0,0.382,0.7378,0.3633,0.3333,0.3483,4.875,47,33,0.7101,0.375,False Positive
pair_0482_nb,core,267,0.0,100.0,0.5618,0.9513,0.5431,0.2434,0.2996,3.375,29,50,0.8405,0.375,False Positive
pair_0502_nb,core,267,0.0,100.0,0.7715,0.3708,0.367,0.3483,0.4082,26.625,34,46,1.0257,0.75,False Positive
pair_0506_nb,core,267,0.0,100.0,0.6816,0.8689,0.6517,0.6067,0.618,0.375,38,25,1.5987,0.75,False Positive
pair_0549_nb,core,267,0.0,100.0,0.3858,0.9551,0.3783,0.2397,0.2472,0.375,44,54,0.5455,0.375,False Positive
pair_0567_nb,core,267,0.0,100.0,0.1236,0.3408,0.1199,0.1161,0.1199,0.375,18,17,0.6458,0.375,False Positive
pair_0584_nb,core,267,0.0,100.0,0.7041,0.7715,0.5506,0.1685,0.1985,1.875,29,46,0.5819,0.375,False Positive
pair_0602_nb,core,267,0.0,100.0,0.0637,0.5356,0.0562,0.0487,0.0674,0.375,6,10,0.8125,0.375,False Positive
pair_0647_nb,core,267,0.0,100.0,0.5955,0.8464,0.5468,0.4157,0.4682,0.375,39,90,1.0673,0.75,False Positive
pair_0684_nb,core,267,0.0,100.0,0.5318,0.4944,0.4569,0.4457,0.4457,0.0,44,11,1.0142,0.75,False Positive
pair_0736_nb,core,267,0.0,100.0,0.1948,0.1386,0.0861,0.0787,0.0787,1.875,14,17,0.5625,0.375,False Positive
pair_0748_nb,core,267,0.0,100.0,0.4831,0.4981,0.3446,0.2734,0.3109,0.75,37,46,0.7399,0.375,False Positive
pair_0765_nb,core,267,0.0,100.0,0.382,0.2434,0.2172,0.206,0.2097,1.5,42,49,0.4911,0.375,False Positive
pair_0776_nb,core,267,0.0,100.0,0.0861,0.6442,0.0861,0.0787,0.0861,5.25,16,11,0.4922,0.375,False Positive
pair_0777_nb,core,267,0.0,100.0,0.0824,0.0524,0.0225,0.0225,0.0225,2.25,6,6,0.375,0.375,False Positive
pair_0782_nb,core,267,0.0,100.0,0.3708,0.7004,0.367,0.3071,0.3858,27.75,45,98,0.6833,0.375,False Positive
pair_0811_nb,core,267,0.0,100.0,0.5506,0.4794,0.382,0.3521,0.3596,1.5,37,33,0.9527,0.375,False Positive
pair_0822_nb,core,267,0.0,100.0,0.3521,0.9288,0.3483,0.3258,0.4345,0.375,35,42,0.9321,0.375,False Positive
pair_0827_nb,core,267,0.0,100.0,0.206,0.7228,0.206,0.2022,0.2022,0.375,36,11,0.5625,0.375,False Positive
pair_0865_nb,core,267,0.0,100.0,0.7004,0.9888,0.6891,0.4944,0.5019,0.75,62,45,0.7984,0.75,False Positive
pair_0867_nb,core,267,0.0,100.0,0.6404,0.8427,0.588,0.3895,0.4457,0.375,51,44,0.7647,0.375,False Positive
pair_0868_nb,core,267,0.0,100.0,0.0449,0.0524,0.0412,0.0412,0.0412,1.875,8,11,0.5156,0.375,False Positive
pair_0876_nb,core,267,0.0,100.0,0.1124,0.7004,0.1049,0.0899,0.1011,0.0,18,24,0.5,0.375,False Positive
pair_0878_nb,core,267,0.0,100.0,0.764,0.779,0.7154,0.588,0.7603,14.625,37,59,1.5912,1.125,False Positive
pair_0883_nb,core,267,0.0,100.0,0.2959,0.5843,0.2584,0.1985,0.206,0.375,26,7,0.7644,0.75,False Positive
pair_0891_nb,core,267,0.0,100.0,0.4419,0.5169,0.2697,0.2697,0.2697,22.875,29,11,0.931,0.375,False Positive
pair_0908_nb,core,267,0.0,100.0,0.5056,0.9363,0.4869,0.2622,0.2921,0.75,40,37,0.6562,0.375,False Positive
pair_0932_nb,core,267,0.0,100.0,0.3895,0.8127,0.3446,0.2434,0.2584,0.375,39,60,0.625,0.375,False Positive
pair_0940_nb,core,267,0.0,100.0,0.1948,0.9363,0.1948,0.1386,0.1461,0.375,28,18,0.4955,0.375,False Positive
pair_0974_nb,core,267,0.0,100.0,0.1049,0.9139,0.1049,0.0637,0.0637,0.0,14,15,0.4554,0.375,False Positive
pair_0977_nb,core,267,0.0,100.0,0.6554,0.7116,0.4644,0.1685,0.1835,2.625,33,47,0.5114,0.375,False Positive
pair_1011_nb,core,267,0.0,100.0,0.5131,0.9588,0.5094,0.3558,0.4569,10.5,42,60,0.8482,0.375,False Positive
pair_1023_nb,core,267,0.0,100.0,0.6704,0.9513,0.6367,0.4457,0.5206,0.375,58,109,0.7694,0.375,False Positive
pair_1102_nb,core,267,0.0,100.0,0.367,0.7753,0.2809,0.1461,0.1948,1.5,19,32,0.7697,0.375,False Positive
pair_1313_nb,core,267,0.0,100.0,0.5356,0.6891,0.4794,0.4382,0.4794,0.0,20,34,2.1937,0.75,False Positive
pair_1397_nb,core,267,0.0,100.0,0.7341,0.824,0.5805,0.4382,0.4869,0.75,51,120,0.8603,0.375,False Positive
pair_1654_nb,core,267,0.0,100.0,0.4944,0.6966,0.4644,0.4382,0.5056,1.125,39,62,1.125,0.75,False Positive
pair_1656_nb,core,267,0.0,100.0,0.2322,0.7715,0.2172,0.1948,0.2135,0.375,38,30,0.5132,0.375,False Positive
pair_1658_nb,core,267,0.0,100.0,0.3521,0.824,0.3371,0.2809,0.3333,0.375,33,41,0.8523,0.375,False Positive
pair_1671_nb,core,267,0.0,100.0,0.1948,0.4682,0.1423,0.1049,0.1124,0.0,24,25,0.4375,0.375,False Positive
pair_1679_nb,core,267,0.0,100.0,0.6142,0.9551,0.5955,0.3858,0.427,1.125,58,83,0.6659,0.375,False Positive
pair_1709_nb,core,267,0.0,100.0,0.176,0.7491,0.1461,0.1011,0.1011,0.0,20,17,0.5063,0.375,False Positive
pair_1710_nb,core,267,0.0,100.0,0.3895,0.7154,0.3446,0.2959,0.3146,0.0,39,45,0.7596,0.375,False Positive
pair_1737_nb,core,267,0.0,100.0,0.7715,0.2809,0.2734,0.2547,0.2659,11.25,41,31,0.622,0.375,False Positive
pair_1758_nb,core,267,0.0,100.0,0.6779,0.985,0.6629,0.4906,0.5918,0.375,26,55,1.8894,0.75,False Positive
pair_1784_nb,core,267,0.0,100.0,0.3858,0.7715,0.3371,0.1948,0.1985,0.0,23,23,0.8478,0.375,False Positive
pair_1785_nb,core,267,0.0,100.0,0.4607,0.3408,0.2659,0.2285,0.2734,0.375,17,31,1.3456,0.375,False Positive
pair_1792_nb,core,267,0.0,100.0,0.6742,0.779,0.5543,0.3446,0.3858,6.0,53,79,0.6509,0.375,False Positive
pair_1824_nb,core,267,0.0,100.0,0.0637,0.1648,0.0599,0.0599,0.0637,0.0,11,10,0.5455,0.375,False Positive
pair_1835_nb,core,267,0.0,100.0,0.2959,0.8876,0.2921,0.161,0.1685,6.75,35,45,0.4607,0.375,False Positive
pair_1847_nb,core,267,0.0,100.0,0.412,0.6105,0.3221,0.2809,0.2996,0.0,41,51,0.686,0.375,False Positive
pair_1860_nb,core,267,0.0,100.0,0.0487,0.0487,0.0412,0.0412,0.0412,45.0,10,11,0.4125,0.375,False Positive
pair_1914_nb,core,267,0.0,100.0,0.3895,0.7603,0.3858,0.3521,0.367,1.125,30,18,1.175,0.75,False Positive
pair_1922_nb,core,267,0.0,100.0,0.0375,0.4831,0.0112,0.0,0.0,,0,0,,,False Positive
pair_1938_nb,core,267,0.0,100.0,0.7603,0.9663,0.7303,0.4607,0.5468,1.125,67,108,0.6884,0.375,False Positive
pair_1939_nb,core,267,0.0,100.0,0.3258,0.6704,0.3258,0.3258,0.3258,1.5,42,24,0.7768,0.375,False Positive
pair_1961_nb,core,267,0.0,100.0,0.382,0.5993,0.3371,0.2809,0.3071,1.125,38,40,0.7401,0.375,False Positive
pair_1965_nb,core,267,0.0,100.0,0.5993,0.3333,0.221,0.0824,0.0861,25.5,19,22,0.4342,0.375,False Positive
pair_3059_nb,core,267,0.0,100.0,0.6966,0.8801,0.6217,0.3708,0.427,0.75,45,58,0.825,0.375,False Positive
seq1_nb,core,267,0.0,100.0,0.7004,0.6404,0.573,0.5169,0.6929,0.0,38,79,1.3618,0.75,False Positive
seq2_nb,core,267,0.0,100.0,0.5206,0.8989,0.4869,0.3071,0.3371,0.0,32,58,0.9609,0.5625,False Positive
seq3_nb,core,267,0.0,100.0,0.8315,0.6105,0.5281,0.3146,0.3521,9.375,58,67,0.5431,0.375,False Positive
seq4_nb,core,267,0.0,100.0,0.8015,0.9775,0.7903,0.2809,0.3258,4.5,46,63,0.6114,0.375,False Positive
seq5_nb,core,267,0.0,100.0,0.1835,0.4045,0.1348,0.0936,0.0936,0.375,20,24,0.4688,0.375,False Positive
seq6_nb,core,267,0.0,100.0,0.4869,0.97,0.4757,0.3221,0.3633,0.0,52,62,0.6202,0.375,False Positive
seq7_nb,core,267,0.0,100.0,0.7903,0.6217,0.5243,0.3895,0.4682,0.375,57,80,0.6842,0.375,False Positive
