seq_id,seq_type,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100,R_101,R_102,R_103,R_104,R_105,R_106,R_107,R_108,R_109,R_110,R_111,R_112,R_113,R_114,R_115,R_116,R_117,R_118,R_119,R_120,R_121,R_122,R_123,R_124,R_125,R_126,R_127,R_128,R_129,R_130,R_131,R_132,R_133,R_134,R_135,R_136,R_137,R_138,R_139,R_140,R_141,R_142,R_143,R_144,R_145,R_146,R_147,R_148,R_149,R_150,R_151,R_152,R_153,R_154,R_155,R_156,R_157,R_158,R_159,R_160,R_161,R_162,R_163,R_164,R_165,R_166,R_167,R_168,R_169,R_170,R_171,R_172,R_173,R_174,R_175,R_176,R_177,R_178,R_179,R_180,R_181
pair_3098_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,,-0.0141,0.2828,,-0.0,0.1547,-0.0002,,-0.2979,-0.0006,,,0.0244,,,-0.0189,,,,,,,,,,,,,,0.753,,0.7059,,,,,,,,,,,0.0,,0.4064,,,,,,,,,,,,,,-0.0432,,0.0025,,,,,,,,,,-0.1805,,-0.3164,,-0.0004,,,,,,,,,,,,,,,,,-0.4556,,,,,,,,,,,,,,,,,,,,,,-0.2957,-0.04,,,-0.0688,,,,,,,,,,,,,,
pair_3059_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0038,,,-0.0039,0.1293,0.2552,0.0,0.4061,,,,,,,,,,,,,,,,,0.5589,,0.0133,,,,,,,,,,,,,0.1816,,-0.0006,,,,,,,,,,-0.0225,-0.0014,-0.0938,,,,,,,,,,,,,,0.1388,,-0.0207,,,,,,,,,,,,,,,,,0.323,,,,,,,,,,,,,,,,,,,,,,0.0158,0.0884,,,-0.0187,-0.0014,,,-0.0,,,,,,,,,,
pair_3062_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,-0.0004,-0.1056,-0.1418,,,-0.1039,,,-0.0109,0.1625,,,-0.0038,,,,,,,,,,,,,,,,,0.0886,,-0.0303,,,,,,,,,,,-0.0039,,0.0623,,-0.0002,,,,,,,,,,-0.0938,-0.0113,-0.0163,,0.0135,,,,,,,,,,0.0006,,0.0757,-0.0264,-0.0823,,,,,,,,,,,,,,,,,-0.0785,-0.0002,-0.0014,,,,,,,,,,,,,,,,,-0.0,,,-0.0262,-0.0047,,,0.0246,,,,,,,,,,,,,,
pair_3063_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.5857,,,,,,,-0.001,0.0885,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,0.001,0.0,-0.0787,-0.7278,-0.7119,,,,,,,,,,,,,,,,,-0.6398,-0.633,0.1645,,,,,,,,,,,,,,,,0.0002,0.64,,,0.0148,0.4648,,,0.0829,-0.0004,,,,,,,,,,,,,
pair_3066_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2316,-0.0014,-0.0506,-0.0532,,,-0.0016,,,0.1676,0.3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,,-0.0077,,,,,,,,,,-0.787,-0.4514,-0.0064,0.0006,0.0425,,,,,,,,,,,,0.0058,-0.591,-0.4542,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,0.0046,,,,-0.0,,,,,,,,,,
pair_3067_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0077,,,-0.1006,,,,-0.0014,,,-0.0016,,,,,,,,,,,,,,,,,0.009,0.6177,0.1111,-0.0,0.0623,,,,,,,,0.0843,0.514,0.0006,0.0361,,,,,,,,,,,,,,-0.0,,0.2988,,,,,,,,,,,,-0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014,,,,,,,,,,,,,,,,,
pair_3068_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0156,-0.0002,-0.0047,-0.0025,,,-0.041,,,-0.253,-0.3134,,,-0.0223,,,,,,,,,,,,,,,,,-0.1898,,-0.067,,,,,,,,,,,0.0009,,-0.0099,,-0.0002,,,,,,,,,,-0.1754,-0.1269,-0.0737,,0.0085,,,,,,,,,,0.003,,0.0627,-0.4144,-0.377,,,,,,,,,,,,,,,,,0.0399,-0.0264,0.0004,,,,,,,,,,,,,,,,,0.0006,,,,0.0606,,,0.0569,,,,,,,,,,,,,,
pair_3071_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,-0.2256,0.0,,,-0.1969,,,0.0686,,,,,,,,,,,,,,,,,,,,,0.0569,,,,,,,,,,,,,,,0.1097,,,,,,,,,,,,0.8213,0.3025,0.49,,,,,,,,,,,,,,0.5439,0.4988,0.8907,,,,,,,,,,,,,,,,,0.9506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair_3072_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014,,,-0.1673,,,-0.1439,-0.115,,0.0019,-0.4031,,,,,,,,,,,,,,,,,-0.6244,,-0.787,,0.0077,,,,,,,,,-0.3324,,-0.4741,,,,,,,,,,,-0.0002,-0.0,-0.0,-0.2136,-0.0306,0.018,,,,,0.001,,0.0032,,,0.0505,-0.001,-0.3027,-0.0,-0.0066,,,,,,,,,,,,,,,,,-0.3221,,-0.0006,,,,,,,,,,,,,,,,,-0.0018,,,-0.001,0.1455,,,0.15,,,,,,,,,,,,,,
pair_3073_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,,,-0.0032,,,-0.0,,,-0.1624,0.0266,0.0189,0.0188,0.0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335,,-0.0025,,,,,,,,,,,,-0.0564,-0.0285,0.0596,,0.0771,,,,,,,,,,0.63,,0.3298,-0.0956,-0.2781,,,,,,,,,,,,,,,,,0.2461,-0.0077,-0.0014,,,,,,,,,,,,,,,,,-0.001,,,-0.0021,-0.0053,,,0.352,,,,,,,,,,,,,,
pair_3075_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014,,,-0.0127,,,-0.157,,,-0.267,0.0138,,,-0.1906,,,,,,,,,,,,,,,,,-0.4561,,-0.525,,,,,,,,,,,-0.116,,-0.37,,-0.0,,,,,,,,,-0.0285,-0.0056,-0.0006,-0.0791,,-0.0172,,,,,,,,,,0.0067,,-0.2809,-0.0207,-0.2922,,,,,,,,,,,,,,,,,-0.3534,-0.0019,-0.0,,,,,,,,,,,,,,,,,0.0006,,,,0.2125,,,0.043,-0.0,,,-0.0002,,,,,,,,,,
pair_3076_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0066,,-0.0113,-0.0164,,-0.0,-0.0953,-0.0,,-0.0996,-0.2783,,0.0032,-0.2851,,,,,,,,,,,,,,,,,-0.555,,-0.6103,,,,,,,,,,,-0.5203,,-0.3068,,,,,,,,,,,,-0.0014,,0.0,,0.0396,,,,,-0.0,,,,,0.0427,,-0.7,-0.0,-0.0025,,,,,,,,,,,,,,,,,-0.7983,-0.0004,-0.136,,,,,,,,,,,,,,,,-0.0,-0.143,,,-0.0206,-0.2956,,,-0.1359,,,,,,,,,,,,,,
pair_3077_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5166,-0.0564,-0.1211,-0.3047,,,0.1367,,,0.0,0.0385,,,,,,,,,,,,,,,,,,,,0.6136,,0.0,,,,,,,,,,,,,0.165,,-0.0264,,,,,,,,,,-0.5814,-0.16,-0.0991,,,,,,,,,,,,0.0002,,0.3125,-0.0156,-0.64,,,,,,,,,,,,,,,,,-0.6033,,,,,,,,,,,,,,,,,,,,,,,0.0004,,,0.0872,,,,,,,,,,,,,,
pair_3078_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0475,-0.2879,-0.0097,0.2664,0.3978,-0.0225,-0.0452,0.0744,,,-0.3772,-0.1968,,,,,,,,,,,,,,-0.0002,,,,,,0.7169,,,,,,,,,0.0019,,,,,,0.1056,,-0.0425,,,-0.0004,,,,,,,-0.2188,-0.0689,0.0997,,,,,,,,,,,,0.0119,,-0.0014,-0.001,-0.0032,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,0.0206,,,,0.0005,,,,,,,,,,,,,,,,,
pair_3079_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,,,,,,-0.0329,,,-0.5578,-0.0086,,,-0.0004,,,,,,,,,,,,,,,,,-0.162,,0.0137,,,,,,,,,,,0.0064,,0.1136,,,,,,,,,,,,-0.1314,-0.0285,0.3992,,0.155,,,,,,,,,,0.1744,,0.236,-0.1806,-0.5266,,,,,,,,,,,,,,,,,0.1463,-0.2197,-0.0756,,,,,,,,,,,,,,,,,-0.0,,,-0.083,-0.0657,,,0.0748,,,,,,,,,,,,,,
pair_3080_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0352,,-0.0,-0.0025,,,-0.1056,,,-0.4677,0.1932,,0.0,-0.0189,,,-0.0,,,,,,,,,,,,,,-0.1806,,-0.0225,,0.0002,,,,,-0.0144,-0.0005,,,0.0,,-0.01,,,,,,,,,,,,-0.04,-0.0285,-0.1097,,-0.01,,,,-0.0004,-0.0773,-0.0722,-0.0378,,-0.0,-0.0163,,-0.0535,-0.0554,-0.3622,,,,,,,,,,,,,,,,,0.1104,-0.0056,,,,,,,,,,,,,,,,,0.1009,,,,0.0004,0.0439,,,-0.0025,-0.0133,,,-0.0006,,,,,,,,,,
pair_3085_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2217,-0.0004,-0.1314,,,-0.0756,,,-0.5562,-0.0206,,,-0.5166,,,,,,,,,,,,,,,,,-0.195,,-0.8954,,,,,,,,,,,-0.5621,,-0.3457,,,,,,,,,,,-0.0004,,,-0.8253,-0.5439,-0.1654,,,,,,,,,,-0.4585,-0.2957,-0.1188,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,-0.0001,,,,0.0569,,,0.0104,,,,,,,,,,,,,,
pair_3086_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,-0.3558,-0.001,-0.0025,-0.017,,-0.0,-0.0226,,,-0.2686,0.2269,,-0.0004,-0.0159,,,,,,,,,,,,,,,,,-0.2857,,-0.0689,,,,,,,,,,,-0.0032,,-0.0234,,,,,,,,,,,-0.1624,-0.0535,-0.0285,-0.0666,,0.0006,,,,,,,,,,-0.0002,,-0.2231,-0.155,-0.1603,,,,,,,,,,,,,,,-0.0025,,-0.0428,-0.0189,-0.0004,,,,,,,,,,,,,,,,,,,,,-0.0195,,,-0.0361,-0.0156,,,-0.0756,,,,,,,,,,
pair_3087_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0452,-0.0025,0.0,0.4582,,,0.4712,,,0.6159,0.3729,,,-0.0025,,,,,,,,,,,,,,,,,0.6459,,-0.0844,,,,,,,,,,,-0.0019,,0.0094,,-0.0019,,,,,,,,,,-0.0306,-0.001,0.6419,,-0.001,,,,,,,,,,0.0375,-0.0,0.0189,,-0.0156,,,,,,,,,,,,,,,,,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,0.2755,,,,,,,,,,,,,,
pair_3088_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.1056,,-0.0264,-0.1422,,,0.1869,,,0.0,0.1438,,,0.0039,,,,,,,,,,,,,,,,,0.5025,,0.0,,,,,,,,,,,0.0,,0.1969,,-0.0,,,,,,,,,-0.04,-0.0002,,0.1083,,0.0113,,,,,,,,,,,,0.0152,-0.0,-0.0113,,,,,,,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,-0.0004,,,-0.0126,,,,-0.0,,,,,,,,,,
pair_3091_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2526,,,0.0096,,,-0.1182,0.2515,,,-0.1574,,,,,,,,,,,,,,,,,-0.0075,,-0.4312,,,,,,,,,,,-0.0086,,-0.0615,,,,,,,,,,,,-0.186,-0.0657,-0.0094,,0.0244,,,,,,,,,,0.0127,,0.2057,-0.1406,-0.379,,,,,,,,,,,,,,,,,0.0338,,,,,,,,,,,,,,,,,,,0.0,,,,0.0375,,,0.0375,,,,,,,,,,,,,,
pair_3099_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,-0.0727,-0.1801,-0.0481,,,,,,,,,,,,,,,,,,,-0.0032,,-0.0,,,,,,,,,,,-0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0207,,-0.1877,-0.0019,-0.0014,,,,,,,,,,,,,,,,,0.6094,-0.0019,-0.3984,,,,,,,,,,,,,,,,,-0.1894,,,-0.2162,0.018,,-0.0002,-0.5337,-0.0014,,,,,,,,,,,,,
pair_3100_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014,,,-0.0019,-0.4799,,-0.0,-0.0008,,,,,,,,,,,,,,,,,0.228,,0.6428,,,,,,,,,,,0.0005,,0.1118,,,,,,,,,,,,,,-0.0563,-0.3164,0.3139,,-0.0002,-0.0002,,,,0.088,,,-0.3024,-0.4472,-0.9445,,,,,,,,,,,,,,,,,,,-0.9385,,-0.0002,,,,,,,,,,,,,,,,-0.0006,-0.0164,,,-0.0306,-0.0066,,,-0.1314,,,,,,,,,,,,,,
pair_3101_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0156,-0.0,-0.0066,-0.0042,,,-0.0176,,,-0.2918,-0.0209,,0.0,-0.0369,,,,,,,,,,,,,,,,,-0.1992,,-0.1246,,,,,,,,,,,-0.0938,,-0.0952,,,,,,,,,,,,-0.0066,-0.0014,-0.0705,,-0.0162,,,,,,,,,,0.1507,,-0.2494,-0.0285,-0.159,,,,,,,,,,,,,,,,,-0.1452,-0.0088,-0.0088,,,,,,,,,,,,,,,,,0.0005,,,,-0.0211,,,0.1493,-0.0014,,,,,,,,,,,,,
pair_3103_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0938,-0.0019,-0.3025,-0.0861,,,-0.0478,,,0.2486,0.2503,,,,,,,,,,,,,,,,,,,,0.0312,,,,,,,,,,,,,,,0.0689,,-0.0,,,,,,,,,,-0.0722,-0.0156,0.2884,0.0014,0.04,,,,,,,,,,,,0.7334,-0.0113,0.0117,,,,,,,,,,,,,,,,,0.3489,,,,,,,,,,,,,,,,,,,,,,-0.0002,-0.0,,,0.0793,,,,,,,,,,,,,,
pair_3104_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0657,-0.001,-0.2689,-0.12,,,-0.0432,,,0.027,0.0816,,,0.0004,,,,,,,,,,,,,,,,,0.4194,,0.0,,,,,,,,,,,,,0.3752,,-0.0039,,,,,,,,,,-0.3828,-0.0827,0.0334,0.0,0.09,,,,,,,,,,,,0.2146,-0.155,-0.3134,,,,,,,,,,,,,,,,,-0.3396,,,,,,,,,,,,,,,,,,,,,,,,,,0.0053,,,,,,,,,,,,,,
pair_3108_binder,Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0479,,-0.0478,0.2588,,,0.2633,,,-0.0736,0.0089,,,-0.02,,,,,,,,,,,,,,,,,0.4512,,-0.1911,,,,,,,,,,,-0.1097,,-0.0612,,,,,,,,,,,,-0.0088,,0.1717,,0.0,,,,,,,,,,0.2011,,0.0171,-0.0004,-0.2256,,,,,,,,,,,,,,,,,-0.2686,,-0.0047,,,,,,,,,,,,,,,,,-0.0056,,,0.0,-0.0047,,,0.0738,,,,,,,,,,,,,,
seq1_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,-0.0025,-0.186,-0.0002,-0.1225,-0.0703,-0.0,-0.0014,-0.0914,,-0.0,-0.3,0.0492,,-0.0038,,,,,,,,,,,,-0.0002,,,,,,-0.0306,,,,,,,,-0.0225,-0.0323,-0.0827,-0.0,-0.0,,,-0.0006,,,,,,,,,,,,-0.0141,-0.0,-0.0047,,,,,,-0.0025,-0.0134,-0.0047,-0.0056,,,,,-0.0341,-0.0,-0.0549,,,,,,,,,,,,,,,,,-0.0219,,,,,,,,,,,,,,,,,,-0.001,,,-0.0,0.0581,-0.0994,-0.0,0.0,-0.2004,-0.0039,,-0.0066,-0.0689,,,,,,,,,,
seq2_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006,-0.0722,-0.0172,-0.088,0.1339,,-0.0,0.2515,,,-0.1221,0.0445,,,0.0155,,,-0.0,,,,,,,,,,,,,,-0.0156,,0.0889,,0.0,,,,-0.0,0.0004,-0.0004,,,-0.0003,,0.0844,0.0002,-0.0374,,,,,,,,,,-0.0657,-0.0025,0.3035,,-0.001,,,,-0.0002,0.2324,-0.0014,-0.0014,-0.0002,-0.0002,-0.0014,,0.0481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016,,,,,,,,,,,,,,
seq3_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0113,-0.5531,-0.0625,-0.4813,-0.4389,,,-0.0425,,,-0.0791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0479,-0.0039,-0.0334,0.007,,,,-0.3379,,,-0.0,,,,,,,0.0687,0.6087,0.1828,,-0.1148,,,-0.0,-0.0006,-0.1181,,,,,-0.0077,,0.6574,0.4727,0.9812,,,,,,,,,,,,,,,,,0.0296,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,,,,,,,,,,,,,,
